Unnamed: 0,image_link,group_id,entity_name,entity_value,pytesseract_output,extracted_data
53533,https://m.media-amazon.com/images/I/717r4wdsHBL.jpg,844474,item_weight,6.0 gram," 

 
",[]
112716,https://m.media-amazon.com/images/I/81yMoafS-8L.jpg,308856,item_weight,100.0 gram," 
",[]
42280,https://m.media-amazon.com/images/I/71IlZAnNq7L.jpg,281678,item_volume,8.0 fluid ounce,"ORGANIC

CHAI

BREWING
INSTRUCTIONS

205°F
me

ferably
ered) water

CAFFEINE
GUIDE

re PO

@ O@ OD 26-39 mg
@OOO
rer
CAFFEINE-FREE

eee]

> > 1-15 mg

omalia

NINA MOMS
BM Inds

roy ed TureL ML h Cede

8 floz

Pour water over
sachet in cup

Values are based on

an 8 fl oz serving and

reflect our standard

brewing methods. A

ielilelelce mma mey Aoi) 2
ee mere elie

150 mg Pete

 
","[['205', '°F\nme', 'ONS\n\n'], ['26-39', ' mg\n@', '@ OD '], ['1-15', ' mg\n\n', '\n> > '], ['8', ' floz', 'ede\n\n'], ['8', ' fl o', '\n\nan '], ['2', '\nee m', 'Aoi) '], ['150', ' mg P', 'lie\n\n']]"
14369,https://m.media-amazon.com/images/I/716L4I-O08L.jpg,254449,item_volume,250.0 millilitre,"TTP T)

 
    

Nahrungserganzungsmittel mit Calcium,
Vitamin D3 und Si®ungsmitteln.

*Calcium wird fiir die Erhaltung normaler Knochen und
Zahne bendtigt. Vitamin D3 tragt zu einer normalen
Aufnahme und Verwertung von Calcium bei.

SUNLIFE®

Verzehrempfehlung; 2 x taglich eine Brausetablette in
einem Glas Wasser (250 mi) auflésen und trinken.

‘Auf die Einnahme weiterer Calcium-haltiger Nahrungs-
erganzungsmittel sollte verzichtet werden. Die angegebene
empfohlene tagliche Verzehrsmenge darf nicht iberschritten
werden, Nahrungserganzungsmittel sind kein Ersatz fir eine
abwechslungsreiche und ausgewogene Ernahrung und eine
gesunde Lebensweise. AuBer Reichweite von kleinen Kindern
aufbewahren.

Zutaten: Sduerungsmittel: Citronensdure; Calciumcarbonat;
Sdureregulator: Natriumhydrogencarbonat; SiiBungsmittel:
Natriumcyclamat; Starke, Fiillstoff: Sorbit; Aroma: Zitrone und
Limette; eae Saccharin-Natrium; Cholecalciferol,
Farbstoff: Riboflavin-5 -phosphat.

Brausetabletten

Calcium+D3

Pcs Mean Men T

Energie 65k) 815k)
16 kcal 194 kcal
Fett <01g <01g
- davon:
gesittigte Fettsauren <O1g
Kohlenhydrate 029
= davon: Zucker <O1g <
EiweiB <O1g <
Salz 0,609 7,

Fir Knochen und Zahne*

<01

6
1
1

   

aaaaa

54

Zusammensetzung: pro 2 Tabl. (8,0 g) as

Calcium 800 mg 100 %
100 %

Vitamin D3

  
   

yern. Mindestens haltbar
ie Boden

Inhalt:

taleten= 80 g

 

Ser Cua a ic

Sg TELM uF =
peirae ete V Laktosefrei

EET eka var tte Ot CIE
tere rene

 

t+

 
","[['3', ' und ', 'min D'], ['3', ' trag', 'min D'], ['2', ' x ta', 'ung; '], ['250', ' mi) ', 'ser ('], ['5', ' -pho', 'avin-'], ['3', '\n\nPcs', 'ium+D'], ['65', 'k) 81', 'rgie '], ['815', 'k)\n16', '65k) '], ['16', ' kcal', '15k)\n'], ['194', ' kcal', 'kcal '], ['01', 'g <01', 'ett <'], ['01', 'g\n- d', '01g <'], ['1', 'g\nKoh', 'en <O'], ['029', '\n= da', 'rate '], ['1', 'g <\nE', 'er <O'], ['1', 'g <\nS', 'iB <O'], ['0.609', ' 7.\n\n', 'Salz '], ['7.', '\n\nFir', '.609 '], ['01', '\n\n6\n1', 'e*\n\n<'], ['6', '\n1\n1\n', '<01\n\n'], ['1', '\n1\n\n ', '1\n\n6\n'], ['1', '\n\n   ', '\n6\n1\n'], ['54', '\n\nZus', 'aaa\n\n'], ['2', ' Tabl', ' pro '], ['8.0', ' g) a', 'bl. ('], ['800', ' mg 1', 'cium '], ['100', ' %\n10', '0 mg '], ['100', ' %\n\nV', '00 %\n'], ['3', '\n\n  \n', 'min D'], ['80', ' g\n\n ', 'ten= ']]"
130692,https://m.media-amazon.com/images/I/51MlCLd0MOL.jpg,369753,item_volume,5.5 ounce,"Ts

DRMTLGY

 

MEDICAL GRADE SKIN CARE

PUMPKIN
ENZYME MASK

RENEW

exfoliate//hydrate

5.5 0z/156g
","[['5.5', ' 0z/1', 'ate\n\n'], ['0', 'z/156', '\n5.5 '], ['156', 'g\n\x0c', '5 0z/']]"
115776,https://m.media-amazon.com/images/I/81bZIWKjxfL.jpg,884560,item_volume,284.0 millilitre,"I ST eT aaa

   

 
  
  

   
 

  
     

  
 
 

TOMATO

TOMATO TOMATO TOMATO
RICE RICE RICE RICE
TOMATES TOMATES TOMATES TOMATES

ETRIZ
",[]
127428,https://m.media-amazon.com/images/I/61vgSGw2X-L.jpg,254449,item_volume,4.0 fluid ounce,"SOVEREIG ~

\ A

  

   

So

Ae atl:
Sita
Py a

MUU Trontus
of Colloidal Silver™

  

ay
IMMUNE SUP) —=—=—$——

DAs
maa

ata

Br aed
Mar esa uy
Maus
",[]
103915,https://m.media-amazon.com/images/I/31eXwPch0TL.jpg,625842,item_volume,250.0 millilitre,"———————

2&4

BLISS

Gy
TONIC WATER]

|
","[['2', '&4\n\nB', '———\n\n'], ['4', '\n\nBLI', '—\n\n2&']]"
3095,https://m.media-amazon.com/images/I/61NLjwkWuhL.jpg,373285,item_volume,0.9 litre,"LNG ace
ao ecu stag
aa
rrdeleea tan es,
aereenrnt neta
eee
mdash
‘dei ate
eee

Ce
SENZA

wie 5

 
","[['5', '\n\n \n\x0c', '\nwie ']]"
71739,https://m.media-amazon.com/images/I/710mb1wSiLS.jpg,373285,item_volume,32.0 fluid ounce,"Tahiti Trader?

TART CHERRY

organic juice concentrate

 

CERTIFIED PURE UNSWEETENED 100% NATUR
32 FL OZ (946 ML)

 
","[['100', '% NAT', 'ENED '], ['32', ' FL O', 'ATUR\n'], ['946', ' ML)\n', ' OZ (']]"
106603,https://m.media-amazon.com/images/I/5116r3GjWML.jpg,916768,item_volume,1.9 litre,"Package Include

1x Tall Container

2 x Mesium Containers
2 x Small Containers

2 x Mini Containers

UleT

ulZ0'8

 

=

a

4.13in

kama

ET?

UIT'9

mm

 

|

 

|

4
","[['1', 'x Tal', 'ude\n\n'], ['2', ' x Me', 'ner\n\n'], ['2', ' x Sm', 'ners\n'], ['2', ' x Mi', 'ers\n\n'], ['0', ""'8\n\n "", '\n\nulZ'], ['8', '\n\n \n\n', ""ulZ0'""], ['4.13', 'in\n\nk', '\n\na\n\n'], ['9', '\n\nmm\n', ""\nUIT'""], ['4', '\n\x0c', '\n\n|\n\n']]"
72438,https://m.media-amazon.com/images/I/71d2-HL+9QL.jpg,459516,item_volume,15.0 millilitre,"Teo Yaturd

prodotti da agricoltura biologica

Benefici:

  

Depura l'organismo

Elimina le tossine

Beet st
tite ae

Antiossidante naturale

Vv
Vv
JY Favorisce la digestione
Vv

ARBORESCENS

<BIQLOGICA ; Y Immunostimolante
_ SINERGIA 1 _ a

ICO - BIO - ORGANIC- BIOLOGIS'

 

V Disintossicante

 
","[['1', ' _ a\n', 'RGIA ']]"
98467,https://m.media-amazon.com/images/I/71c7OUcucTL.jpg,529606,item_weight,567 gram," 

Be: #)2.2g  45-45 gm

 

BER: RIDFLIME, SA NTRA, BEI AE!
","[['2.2', 'g  45', 'e: #)'], ['45-45', ' gm\n\n', '.2g  ']]"
